LATITUDE,LONGITUDE,POSTCODE,SELLING_PRICE,AREA_SQM,AGE,PROX_CBD,PROX_CHILDCARE,PROX_ELDERLYCARE,PROX_URA_GROWTH_AREA,PROX_HAWKER_MARKET,PROX_KINDERGARTEN,PROX_MRT,PROX_PARK,PROX_PRIMARY_SCH,PROX_TOP_PRIMARY_SCH,PROX_SHOPPING_MALL,PROX_SUPERMARKET,PROX_BUS_STOP,NO_Of_UNITS,FAMILY_FRIENDLY,FREEHOLD,LEASEHOLD_99YR
1.3034749,103.8382443,229158,4150000,146,2,2.619565419,0.335488857,0.990129328,3.544859658,0.975190404,1.041439961,0.337008325,0.778343918,0.749129973,3.504506371,0.130519713,0.335356407,0.18905019,165,0,1,0
1.308377,103.8019434,276750,1450000,88,7,6.141382739,0.364413494,0.587030562,6.874397547,0.233860531,0.38391069,0.714794785,0.80356296,0.974330206,1.555738852,1.512421682,0.768523359,0.069998812,165,0,1,0
1.297077,103.8875429,437874,1890000,121,8,4.272879106,0.100198123,0.756357765,2.405986607,0.710778728,0.460466854,0.214175256,0.131356957,0.58002689,0.58002689,1.367018962,1.250125694,0.137834244,167,0,1,0
1.2974589,103.8876661,437876,1994000,117,8,4.300370882,0.093034926,0.735920717,2.361527526,0.684648633,0.423005637,0.214602562,0.147998627,0.579230297,0.579230297,1.361963,1.212841673,0.115180272,167,0,1,0
1.316536,103.831778,259324,1458000,88,18,4.22840266,0.310240971,1.916803853,5.159166233,0.977105751,0.421016861,0.717871392,0.533222254,0.445633685,2.6749639,1.066061456,0.460773893,0.194043003,167,1,1,0
1.316597,103.831607,259326,2200000,280,18,4.24406706,0.306049871,1.923495294,5.174465783,0.997002029,0.430317166,0.698150912,0.532672915,0.45848554,2.655018712,1.076899323,0.47791616,0.198731696,167,1,1,0
1.316727,103.8310798,259328,1450000,98,18,4.287130808,0.307410575,1.950172045,5.2162768,1.055324597,0.467105526,0.641115342,0.541598186,0.503873106,2.594705165,1.090462217,0.533077402,0.228376238,167,1,1,0
1.296776,103.8746384,436914,1361740,112,18,2.947470312,1.202173164,1.088202441,3.123303989,1.20267181,1.13154538,0.145075552,1.306004638,0.927551618,0.927551618,0.651113172,0.651113172,0.079867001,168,0,0,1
1.2995092,103.8370003,239864,1440000,53,8,2.360954672,0.304901821,1.182836292,3.257664645,1.024933399,0.908449234,0.216455758,0.761495817,0.627478381,3.050059918,0.132123839,0.132123839,0.137194966,169,0,1,0
1.2939019,103.8299002,248903,3194000,353,15,2.641507852,0.207003852,0.342443614,3.391181174,0.224726795,0.313695199,0.41890204,0.407511944,0.710940014,2.167737714,0.231895484,0.243653413,0.106257256,170,1,0,0
1.293347,103.830412,248904,2060000,120,15,2.564205442,0.158055895,0.317524423,3.309066983,0.141052422,0.316663022,0.382726276,0.325778625,0.65684034,2.127093892,0.175878182,0.199464188,0.103589992,170,1,0,0
1.318027,103.776704,597590,1205000,91,20,9.13864763,0.244874451,0.860788249,4.180765214,0.774201774,0.580746252,0.774881009,0.564695664,0.836555726,0.836555726,1.429068912,0.699761004,0.132606449,170,1,0,1
1.317563,103.776476,597591,1445000,137,20,9.140619025,0.278591499,0.845039624,4.178550528,0.726315626,0.559265391,0.733588933,0.56675816,0.855491326,0.855491326,1.392796279,0.651782998,0.102225601,170,1,0,1
1.318438,103.776711,597592,1500000,142,20,9.156907496,0.244787657,0.856039882,4.163411131,0.799617117,0.616326988,0.818550255,0.586197975,0.843987456,0.843987456,1.441420382,0.725458824,0.092045183,170,1,0,1
1.318986,103.780589,278639,1520000,96,30,8.79342342,0.16972561,1.06661751,4.542287691,1.20604601,0.560769523,0.877162702,0.370286483,0.458846789,0.458846789,1.605845133,0.609625441,0.089779745,170,1,0,0
1.320046,103.7806839,278640,2530000,182,30,8.836647746,0.152727518,1.148096738,4.512998963,1.269541139,0.678807607,0.993932801,0.484843334,0.520910803,0.520910803,1.700331485,0.640525703,0.118353611,170,1,0,0
1.3419081,103.7710667,598681,1385000,144,2,11.01864086,0.149859936,2.063411584,3.347403787,0.613587253,0.142080547,0.553080357,0.308647546,0.693319513,3.135339137,0.909021747,0.565635011,0.009881518,172,0,0,0
1.2910759,103.834437,239497,1820000,363,5,2.053022019,0.399955593,0.602261639,2.798413282,0.387833011,0.613861047,0.373244058,0.204141392,0.374884843,2.098554376,0.395031738,0.415260502,0.038053853,175,0,1,0
1.326573,103.792664,276541,2080000,152,6,8.073965092,0.216796968,0.362055396,5.65333927,1.728156917,0.212564705,0.69304788,0.484103947,1.328204958,1.435364649,2.073493738,0.566045492,0.105131925,175,0,1,0
1.326691,103.793262,276543,2000000,126,6,8.027857834,0.148970219,0.309439118,5.717691505,1.733146096,0.190800041,0.636496057,0.521029585,1.378322638,1.489778893,2.115528729,0.518132464,0.120003535,175,0,1,0
1.326691,103.793262,276544,1645000,90,6,8.027857834,0.148970219,0.309439118,5.717691505,1.733146096,0.190800041,0.636496057,0.521029585,1.378322638,1.489778893,2.115528729,0.518132464,0.120003535,175,0,1,0
1.327337,103.792769,276545,1500000,126,6,8.114511537,0.205636074,0.296498987,5.654660537,1.810607629,0.128624926,0.628955142,0.568403325,1.295259518,1.507403399,2.027578682,0.49250295,0.187547976,175,0,1,0
1.383626,103.862363,808005,1610000,176,36,11.12702979,0.337444914,2.308734084,5.05981658,1.491312546,0.632032728,1.961849317,0.097968297,1.124659142,1.124659142,0.802246922,0.945638213,0.63672672,175,1,1,0
1.382975,103.863113,808012,1780000,200,36,11.06471424,0.293379046,2.283825834,5.02154744,1.486308175,0.686163183,2.039459219,0.143625232,1.12356988,1.12356988,0.771575853,0.958857531,0.560040043,175,1,1,0
1.3827,103.862375,808014,1770000,200,36,11.02505931,0.378748756,2.217878585,5.108088779,1.410494716,0.73111968,1.955861172,0.111334342,1.045892151,1.045892151,0.855936865,0.876256767,0.534081215,175,1,1,0
1.3510369,103.8408478,573964,1868000,144,3,7.537952042,0.246540122,0.529680855,6.861810242,0.445912971,0.406697206,0.264575527,0.237298394,1.129842841,1.912711484,0.868853578,0.538786921,0.175920821,176,0,1,0
1.2978626,103.8362755,238113,4515000,349,5,2.289563517,0.347076112,1.131919986,3.165530738,0.833978709,0.81114644,0.395091724,0.576192356,0.439772589,2.850936112,0.330925017,0.272264689,0.217136336,176,0,1,0
1.2979827,103.835976,238141,3450000,169,5,2.323185068,0.379397928,1.116414627,3.197293941,0.821822802,0.780813988,0.409398345,0.581680581,0.454426068,2.847071023,0.336247729,0.307011535,0.233493117,176,0,1,0
1.2954602,103.8421699,238595,3800000,211,5,1.644170901,0.099673538,0.892817232,2.559101771,0.839737137,1.281101742,0.402521267,0.402981334,0.677105708,3.011053069,0.379391773,0.370918246,0.153954154,176,0,1,0
1.316406,103.784647,277054,2490000,185,10,8.261978697,0.314577273,0.563500259,5.066247459,0.72051391,0.583978805,0.873564294,0.172533311,0.077106132,0.077106132,1.141976079,0.187924905,0.203799077,176,0,0,0
1.317061,103.784815,277055,2410000,341,10,8.277167977,0.261469537,0.619251165,5.05757167,0.772709899,0.636669237,0.935771304,0.211116004,0.078883082,0.078883082,1.203401236,0.130971892,0.151640062,176,0,0,0
1.32836,103.841408,298130,1395000,137,2,5.054246854,0.476127768,0.223665187,5.855249117,1.141437182,0.242253408,0.636757732,0.4173894,0.443511602,1.79649173,0.897348986,0.686046064,0.087298854,177,0,1,0
1.388944,103.859246,806107,1150000,123,20,11.68284324,0.169451577,2.603481873,5.131830904,1.871645815,0.519053842,1.785498443,0.134776275,1.520326283,1.520326283,1.066127125,1.303866314,0.185167156,179,1,1,0
1.3903,103.859468,806109,1220000,123,20,11.83471338,0.066422738,2.738077796,5.057506638,2.022987727,0.511420711,1.877648444,0.104335375,1.608681782,1.672525737,1.08073829,1.455873031,0.048575253,179,1,1,0
1.3394927,103.8697494,357741,1600000,119,24,6.49171725,0.049586573,0.476188406,3.51503417,1.489977546,0.832181651,0.116884817,0.815933301,0.884113292,1.678075142,1.249903813,0.802091523,0.135754016,179,1,1,0
1.283083,103.784297,119916,2500000,181,4,7.474670452,0.311213965,2.361588855,7.258951779,1.122062365,0.342639923,0.281277738,0.673417712,1.966629685,3.748698951,2.155832503,1.278320666,0.194814232,180,1,1,0
1.3241036,103.8487218,309978,1606444,138,6,4.467157625,0.158969816,0.615962553,4.974094564,0.598777023,0.758375783,0.704703598,0.672022303,0.509798856,1.620893266,0.62411555,0.291722249,0.207447177,180,0,1,0
1.32419,103.8487993,309979,2115000,138,6,4.476143555,0.161018999,0.611303008,4.966852206,0.59151359,0.745581961,0.717462726,0.679502409,0.514444663,1.608581439,0.636747077,0.280439949,0.194926957,180,0,1,0
1.3179559,103.943309,467298,2418000,207,18,10.89723176,0.156516793,0.793844808,5.597966091,0.734292228,0.437377099,0.596487936,0.260980797,0.247675092,0.247675092,0.904026948,0.721982726,0.162201405,182,1,1,0
1.317192,103.943535,467302,1500000,135,18,10.89182751,0.197411252,0.856206514,5.623928695,0.822603416,0.485200234,0.531260284,0.334349017,0.220054275,0.220054275,0.99043028,0.810366064,0.139413783,182,1,1,0
1.3180909,103.943099,467303,1319000,113,18,10.88051806,0.134807373,0.766273477,5.574584577,0.712627745,0.444359983,0.601778048,0.233237941,0.273782737,0.273782737,0.879618777,0.70165845,0.184992725,182,1,1,0
1.3179,103.9430409,467304,1050000,96,18,10.86709462,0.126521157,0.770010639,5.568145436,0.730892557,0.463291041,0.579673574,0.24090131,0.275894922,0.275894922,0.895292264,0.720802638,0.192491245,182,1,1,0
1.3641589,103.765499,669554,875000,71,20,13.06645343,0.496854057,1.553856679,4.303571825,2.980097221,0.368981303,0.249546878,0.534812048,0.33260977,5.554904216,0.150800868,0.500219052,0.044028312,184,1,1,0
1.364603,103.766041,669555,1310000,123,20,13.05608442,0.422187236,1.486776857,4.379224847,3.002679168,0.366262715,0.231815393,0.457585056,0.255329541,5.628940897,0.228584088,0.524265485,0.100604879,184,1,1,0
1.2934527,103.8398586,238002,1950304,96,3,1.667623788,0.21886915,0.675425984,2.534494342,0.579351744,0.959365227,0.531121977,0.549728707,0.400413941,2.673875155,0.265398886,0.34574443,0.177421562,186,0,0,0
1.2932121,103.8401288,238008,2855000,143,3,1.627447268,0.179036418,0.651818653,2.494666001,0.553023209,0.950066654,0.497969096,0.532760353,0.434151397,2.673708766,0.225450347,0.307522738,0.137264006,186,0,0,0
1.2931401,103.8402228,238026,2062094,100,3,1.614291883,0.166233021,0.645277204,2.481801871,0.545557876,0.948332679,0.486797225,0.522157619,0.445893002,2.674756314,0.212305269,0.294827847,0.124103363,186,0,0,0
1.2954561,103.8427428,239616,2170000,125,9,1.604504952,0.124987087,0.895869413,2.524621889,0.860364677,1.316339269,0.362784442,0.356752098,0.738816056,3.053626365,0.383408169,0.366082541,0.149840096,187,0,1,0
1.2954796,103.8428624,239617,4125000,193,9,1.598585802,0.135546942,0.899764515,2.519873235,0.867705647,1.326162873,0.357653694,0.34984401,0.752367347,3.064585955,0.372114337,0.369165582,0.139875787,187,0,1,0
1.2945838,103.8423867,239618,3015000,188,9,1.553952094,0.037580297,0.796494109,2.46458953,0.755802681,1.21460381,0.317412297,0.326451484,0.682940524,2.955882,0.287456876,0.271270664,0.055754143,187,0,1,0
1.3522626,103.8414939,576149,1070000,106,15,7.661557685,0.124555943,0.406507596,6.875201869,0.504789167,0.482431039,0.417696655,0.183570778,1.144689036,1.780649518,0.822040016,0.603797121,0.121404165,188,1,0,1
1.352215,103.8408778,576150,1089000,106,15,7.666559694,0.187751824,0.399611758,6.929590523,0.436045648,0.414037846,0.380679223,0.22717257,1.196940688,1.782187309,0.887124671,0.535031492,0.070608671,188,1,0,1
1.320095,103.913655,419154,1400000,91,10,8.000970153,0.096836018,1.073124329,2.308834871,1.045677308,0.096836018,0.133682053,0.52943782,0.46513076,1.471871076,1.90490789,0.518663289,0.102766333,189,1,0,1
1.349155,103.866966,554774,1540000,108,11,7.439226221,0.156405707,0.640496135,4.505858703,1.545757859,0.066250378,0.529762683,0.231993623,0.175790449,1.880537982,0.61870413,0.61870413,0.098816014,189,1,1,0
1.349674,103.866444,554775,1590000,108,11,7.482081321,0.117251987,0.711830124,4.587320157,1.488270839,0.114705541,0.450475563,0.303659866,0.254002411,1.88059189,0.665517708,0.665517708,0.053494739,189,1,1,0
1.347037,103.765732,659763,1490000,131,4,11.83341591,0.295318614,1.341097881,3.030908336,1.419722316,0.228357484,1.315587743,0.063270309,1.054645816,3.923576332,1.220861595,0.970240116,0.135963105,192,0,1,0
1.346636,103.7663,659764,1630000,134,4,11.7561324,0.246780908,1.410158972,3.063490219,1.342441763,0.252333719,1.238623249,0.076501653,1.02768824,3.852758067,1.252133412,1.038258006,0.073899917,192,0,1,0
1.346328,103.765807,659765,1900000,215,4,11.78029352,0.256751448,1.362095516,2.998923566,1.367626374,0.187878798,1.270677279,0.109841594,0.997943393,3.852271421,1.295918925,0.989402859,0.125138255,192,0,1,0
1.270785,103.824144,99196,2388000,218,10,3.371361868,0.296515042,0.437102018,3.448101806,0.311650956,0.316060995,0.670087917,0.826577528,0.494685351,0.494685351,0.67422996,0.753674352,0.09151359,192,0,0,1
1.2709649,103.824533,99197,1610000,129,10,3.323695537,0.248930221,0.441786571,3.402055544,0.334794743,0.28158741,0.712506204,0.850090153,0.476945911,0.476945911,0.691074133,0.785362019,0.048915645,192,0,0,1
1.270411,103.82458,99208,1940000,169,10,3.346079469,0.272553846,0.496809411,3.407744554,0.375494131,0.339156399,0.669392983,0.890318284,0.538617672,0.538617672,0.629471867,0.729026823,0.10615226,192,0,0,1
1.2704368,103.8247705,99209,1236000,108,10,3.325852555,0.253469799,0.505342057,3.386380221,0.390198504,0.331773425,0.685996956,0.905557195,0.538211153,0.538211153,0.631974149,0.739250324,0.101866756,192,0,0,1
1.356757,103.759168,669619,983000,115,14,13.06768265,0.112752854,1.079482034,3.224613025,2.682846307,0.666243661,0.848440471,0.200802288,0.624131697,4.631089318,0.936226332,0.991058736,0.267909872,192,1,0,1
1.356757,103.759168,669620,1065000,138,14,13.06768265,0.112752854,1.079482034,3.224613025,2.682846307,0.666243661,0.848440471,0.200802288,0.624131697,4.631089318,0.936226332,0.991058736,0.267909872,192,1,0,1
1.357165,103.758291,669621,1030000,153,14,13.17240288,0.046824158,1.068349573,3.206290026,2.744847385,0.661709402,0.742334951,0.182492585,0.565236055,4.548648216,0.967117505,0.987754699,0.357874034,192,1,0,1
1.3297705,103.8676521,358828,1360000,107,7,5.395553877,0.320614846,0.455696131,3.10671088,0.958107758,0.150260681,0.252303123,0.600694274,0.330756901,1.658456803,1.88580851,0.328166505,0.106265323,194,0,1,0
1.2987439,103.897114,437980,2730000,144,5,5.340591213,0.256447556,1.332965668,2.19105886,1.099209912,0.706246908,0.053299071,0.160386863,0.82166773,1.606293809,0.853352744,0.853352744,0.073220684,196,0,1,0
1.298121,103.897485,437981,3486000,182,5,5.359188593,0.27278146,1.411982837,2.267406965,1.088246729,0.740093209,0.128559551,0.228547147,0.866905113,1.650049721,0.8709408,0.8709408,0.143957862,196,0,1,0
1.429442,103.786331,737874,894444,62,4,17.69594595,0.459520522,1.104768344,0.849135042,1.867043556,0.516517648,0.820489707,1.114714906,0.366050949,5.959660214,0.709921993,0.527719102,0.120488104,200,0,0,1
1.429043,103.786345,737875,890000,99,4,17.65493122,0.493231479,1.12697606,0.893365989,1.904787963,0.560499011,0.80889663,1.147424378,0.409979949,5.965843507,0.754205994,0.541705009,0.154506636,200,0,0,1
1.428994,103.785816,737876,818000,93,4,17.67422436,0.519310943,1.078669377,0.90173786,1.877807238,0.573538077,0.865627668,1.111676676,0.410423846,6.024743297,0.761137589,0.521119566,0.196179307,200,0,0,1
1.250048,103.846314,98619,2000000,151,9,3.802707299,2.577448722,2.860481523,3.036302331,2.968256306,0.550958853,2.930077797,1.705744319,2.922854572,3.730357094,2.89921497,0.792672515,2.373005026,200,0,0,1
1.250073,103.846317,98621,2500000,175,9,3.799914973,2.574733776,2.857782879,3.033559749,2.965541493,0.552538474,2.927362523,1.708045957,2.920242695,3.72850028,2.897932625,0.794128913,2.370659957,200,0,0,1
1.250041,103.846343,98622,2520000,186,9,3.802990965,2.578601982,2.861707742,3.036054921,2.969409999,0.55346933,2.929678829,1.70729951,2.924385844,3.733076678,2.902320894,0.795291031,2.371539322,200,0,0,1
1.2489428,103.8464082,98626,2475000,109,9,3.922458502,2.700451222,2.98335962,3.150175394,3.091257575,0.516402907,3.041748263,1.623166154,3.044458059,3.829886702,2.978359316,0.760315778,2.462069288,200,0,0,1
1.2490321,103.8465466,98629,2620000,176,9,3.910472114,2.692452623,2.975733975,3.136225816,3.083259185,0.533849308,3.027293642,1.641037867,3.038483665,3.832357458,2.985031135,0.777843516,2.444812769,200,0,0,1
1.349666,103.8471011,574045,1290000,109,15,7.308931681,0.192673862,0.234800548,6.196715529,1.158108484,0.40240258,0.1719127,0.136957399,0.496320019,1.612039382,0.184226177,0.184226177,0.158252586,200,1,0,1
1.3491559,103.8467015,574044,1300000,108,16,7.255569783,0.219813497,0.302362534,6.2017705,1.129466056,0.441940143,0.243582371,0.136460844,0.480860917,1.589294635,0.249802239,0.249802239,0.115025654,200,1,0,1
1.300263,103.899561,439960,2200000,162,29,5.652084201,0.334460407,1.426295254,2.104718756,0.786922046,0.423239883,0.293980082,0.2494179,0.571479147,1.748241502,0.539501212,0.539501212,0.234296651,200,1,1,0
1.301036,103.899702,439961,2140000,162,29,5.694948055,0.249822836,1.392167301,2.030192296,0.751456599,0.338095561,0.349692907,0.281633618,0.484293764,1.702105118,0.469169806,0.469169806,0.16431559,200,1,1,0
1.326237,103.909746,419591,3900000,462,32,8.007120721,0.251045908,0.967643911,2.071967402,0.895646404,0.400282167,0.67722602,0.53591485,0.555226606,1.944421303,2.077592758,0.295169709,0.174577297,200,1,1,0
1.327112,103.9100519,419592,1988000,230,32,8.091818601,0.277005023,0.898623856,2.146306464,0.805315058,0.408382312,0.747634017,0.522111192,0.452376293,1.93689039,2.148314183,0.376862432,0.21773345,200,1,1,0
1.32632,103.910557,419593,1910000,230,32,8.085771478,0.176827799,0.882520727,2.157367551,0.852794982,0.318243556,0.644521129,0.452131929,0.524866326,1.859113534,2.164400715,0.280745536,0.113422653,200,1,1,0
1.32745,103.910574,419594,1780000,230,32,8.160848123,0.270462076,0.831218554,2.215212891,0.742454341,0.383059336,0.760698764,0.463352385,0.401185577,1.892690546,2.216860114,0.405523702,0.178538187,200,1,1,0
1.30319,103.82769,249693,10500000,355,21,3.399926948,0.345741649,1.350097921,4.248431294,1.264916984,0.241294057,0.409109594,1.404471435,1.398385265,2.934258633,0.340574269,0.273225355,0.118903024,202,1,1,0
1.303979,103.827889,249694,10000000,210,21,3.438684567,0.255468388,1.435803026,4.295405898,1.342243887,0.302881298,0.392018921,1.464888734,1.457576186,2.893014032,0.25074636,0.202427586,0.116979435,202,1,1,0
1.3280817,103.8498116,329111,1272500,119,9,4.901561436,0.397522133,0.77494621,4.934325672,0.700034625,0.455264574,0.685931368,0.344885517,0.647481059,1.171685324,1.023328168,0.254193061,0.121046709,204,0,1,0
1.328393,103.849245,329112,1590000,119,9,4.938813012,0.349861764,0.768804831,5.00358153,0.749006351,0.515375066,0.624025627,0.281223604,0.605690619,1.173506964,1.014718038,0.200569121,0.183209829,204,0,1,0
1.314812,103.840148,307945,2450000,108,3,3.649696774,0.241909985,1.109066354,4.588980733,0.302613881,0.11016194,0.271799706,0.432804433,0.609870726,2.988380675,0.480104075,0.480104075,0.052126244,205,0,1,0
1.356521,103.830777,579599,1200000,188,28,8.375721424,0.190147464,1.090327683,8.134808731,0.850199052,0.304371154,0.292219322,0.347883113,1.680829356,1.680829356,0.203723813,0.203723813,0.1417592,206,1,0,1
1.3156274,103.8396219,309306,1870000,103,8,3.754877524,0.18672826,1.170791892,4.694327011,0.38250175,0.18672826,0.282530932,0.474292745,0.59813428,2.94625029,0.483619971,0.470762456,0.152925241,208,0,1,0
1.316196,103.839472,309311,3900000,209,8,3.819811165,0.139225644,1.193672743,4.759216758,0.444923046,0.139225644,0.324279082,0.481874002,0.550533558,2.904602296,0.476841174,0.431186339,0.212070902,208,0,1,0
1.319664,103.7946319,269257,3400000,190,25,7.463653317,0.808222463,1.030585057,6.01393241,0.944943683,0.540074132,0.961261617,0.32774799,1.208927494,1.208927494,1.580673557,1.001497433,0.504325976,208,0,1,0
1.31946,103.795634,269266,2200000,126,25,7.357248095,0.839137643,1.056024595,6.127585052,0.926338248,0.522548622,0.925607249,0.29722047,1.311894755,1.311894755,1.612695707,1.003809157,0.609960603,208,0,1,0
1.280349,103.790715,118170,850000,89,30,6.77149357,0.198573148,1.962298855,7.133272294,0.498629445,0.496481234,0.469464867,0.158179671,2.027863712,3.76053297,1.384473414,1.384473414,0.369338103,209,0,0,1
1.281419,103.790244,118173,863888,90,30,6.817933364,0.209132417,1.946974868,7.194339061,0.62488223,0.465938291,0.595735221,0.265565831,2.108773299,3.831797231,1.492234794,1.492234794,0.316025316,209,0,0,1
1.281353,103.789014,118175,685000,68,30,6.955007521,0.145150136,2.051003193,7.330189737,0.660008366,0.335238283,0.631745215,0.238163314,2.180723688,3.965297765,1.60411713,1.585978017,0.222917077,209,0,0,1
1.314094,103.836001,259703,5180000,188,2,3.762353583,0.122253685,1.572816152,4.69953515,0.434650627,0.298710857,0.224738351,0.823371498,0.514665851,3.191654227,0.806940319,0.375256793,0.183324232,210,0,1,0
1.315115,103.835517,259704,5500000,183,2,3.887726788,0.089361397,1.624710759,4.824954138,0.541760445,0.285999025,0.316559849,0.716886423,0.394974022,3.113886228,0.903017028,0.263444004,0.167233883,210,0,1,0
1.292103,103.8158289,247965,1299000,90,17,4.06712259,0.250104151,0.768642995,4.673114504,0.554393598,0.578102321,0.282322624,1.039215884,0.706275731,2.085663806,1.242076173,0.549330504,0.150444969,210,1,0,1
1.29199,103.816553,247966,1441875,79,17,3.985773359,0.319957798,0.707628443,4.593847308,0.507007408,0.554298262,0.251475045,0.962861722,0.705689634,2.039862258,1.315035216,0.559605776,0.121720857,210,1,0,1
1.2984055,103.833362,239194,2750000,240,31,2.575371,0.223747161,0.966256354,3.427503863,0.71481389,0.514958902,0.413841326,0.6424324,0.596711902,2.767954061,0.488260698,0.489135504,0.227931721,210,0,0,1
1.297621,103.832718,239228,2600000,231,31,2.579606306,0.234281918,0.854441658,3.416084666,0.609845712,0.418529338,0.339985841,0.586000585,0.573081186,2.660734632,0.450344933,0.409559,0.147124693,210,0,0,1
1.340823,103.769122,596710,1690000,159,31,11.12634634,0.101350845,1.914976075,3.105762316,0.78116073,0.335538298,0.763125618,0.350857384,0.46273456,3.138827402,1.083378094,0.797976998,0.124292821,210,0,1,0
1.340053,103.767626,596716,1780000,181,31,11.2162053,0.114468621,1.811784129,2.922438629,0.935088249,0.515069878,0.936359861,0.189828531,0.31102571,3.160608243,1.235391157,0.979934384,0.066218433,210,0,1,0
1.314956,103.831841,259801,2210000,152,11,4.075696968,0.484568518,2.033581772,5.003920072,0.896887066,0.553845587,0.697480965,0.701259146,0.55374067,2.719284969,0.893891165,0.522650669,0.261824043,211,1,1,0
1.315288,103.83168,259816,2300000,130,11,4.116401962,0.449107853,2.033259826,5.04475181,0.926777973,0.533328373,0.723198979,0.669525058,0.539767858,2.693094744,0.934059452,0.519733214,0.299848888,211,1,1,0
1.315385,103.831144,259817,1848500,89,11,4.157627854,0.448073888,2.060753828,5.084488635,0.98623581,0.56223771,0.739906136,0.676614877,0.577416907,2.632579554,0.949680529,0.568722733,0.313087426,211,1,1,0
1.3156509,103.831419,259818,2260000,99,11,4.165957644,0.413041015,2.018678362,5.094185726,0.969063468,0.519876858,0.743202509,0.63887276,0.53508117,2.65566469,0.980596518,0.528960184,0.299394616,211,1,1,0
1.318023,103.923993,457266,2149500,183,21,8.914944045,0.352988966,1.000261921,3.448274522,1.048784484,0.58999563,0.947430235,0.236282135,0.184830319,0.54622626,1.175877682,0.548316328,0.118171515,211,1,1,0
1.3180454,103.9250087,457268,1680000,144,21,9.018475385,0.328104741,0.953908322,3.561310044,0.971680756,0.63721566,0.86894157,0.236268157,0.231146337,0.490010005,1.087604732,0.573313261,0.091378319,211,1,1,0
1.326401,103.8622539,328689,1080000,62,3,4.862555748,0.296920239,0.285554287,3.545621105,0.801592763,0.303251211,0.748929813,0.491629949,0.592066181,1.471647748,1.678794871,0.587850591,0.337256986,212,0,0,0
1.287275,103.827865,169568,1550000,122,9,2.651368878,0.136353559,0.142636072,3.230560675,0.181790339,0.365591247,0.166545967,0.428884642,0.352363549,1.398411273,0.116239498,0.116239498,0.144849216,213,0,0,1
1.3564768,103.7613249,669600,2250000,128,1,12.86039857,0.218720915,1.206365029,3.345981761,2.497443046,0.797798159,1.001810995,0.128234765,0.833913855,4.856282738,0.776712291,0.788855583,0.092209496,214,0,0,0
1.3259939,103.811252,286889,2350000,143,10,6.464870808,0.102741077,1.849801159,7.347854266,0.376234278,0.323145282,0.492663608,0.273571866,0.658357659,0.658357659,2.727663001,0.26999756,0.179524159,215,1,1,0
1.3256349,103.810749,286890,3600000,224,10,6.475219365,0.121387049,1.802438598,7.35497878,0.406292782,0.277009657,0.442072722,0.301787754,0.595674013,0.595674013,2.723255032,0.213139782,0.116397508,215,1,1,0
1.3256001,103.8122679,288534,1935000,96,10,6.35529539,0.215733864,1.968948664,7.240809855,0.258976457,0.325480479,0.460426433,0.361966138,0.690866047,0.690866047,2.6329894,0.302874722,0.138833462,215,1,1,0
1.3256001,103.8122679,288535,1230000,72,10,6.35529539,0.215733864,1.968948664,7.240809855,0.258976457,0.325480479,0.460426433,0.361966138,0.690866047,0.690866047,2.6329894,0.302874722,0.138833462,215,1,1,0
1.309636,103.92469,458554,2300000,232,21,8.6349316,0.126434016,0.923588923,3.647573657,1.086572452,0.257495651,0.628438338,0.180211494,0.867049546,1.402597251,1.861112775,0.26934602,0.106997977,215,0,1,0
1.3096589,103.9247479,458555,1762500,258,21,8.64185285,0.132885988,0.930376815,3.653153746,1.093494836,0.258462905,0.621803529,0.18173109,0.873884026,1.399061238,1.855924118,0.266183006,0.111399669,215,0,1,0
1.30968,103.924809,458556,1460000,111,21,8.649044296,0.139733551,0.937357506,3.659133617,1.100664398,0.259346428,0.614836041,0.183874637,0.880923911,1.395693486,1.8507647,0.263341259,0.115996436,215,0,1,0
1.312057,103.895111,439422,1580000,122,11,5.774240088,0.184928847,0.832006878,0.7057632,0.342783396,0.284132261,0.7057632,0.40967243,0.779071264,0.779071264,0.312315568,0.312315568,0.130886007,216,1,1,0
1.312019,103.895453,439423,1557500,122,11,5.804037892,0.220178767,0.860682344,0.723183441,0.343198939,0.276359775,0.723183441,0.393510302,0.799792261,0.816279005,0.323419943,0.323419943,0.162926801,216,1,1,0
1.3122686,103.8946128,439445,1432500,136,11,5.740488327,0.125715975,0.802662879,0.666720982,0.333325073,0.289300981,0.666720982,0.353508301,0.727912735,0.727912735,0.286838594,0.286838594,0.074587809,216,1,1,0
1.341427,103.766366,596733,1378000,138,20,11.41756674,0.172211818,1.613234495,2.833158066,1.095067463,0.512962435,1.069719098,0.109558508,0.450672498,3.366253728,1.397287548,1.091449295,0.201874539,216,0,1,0
1.2805426,103.8522688,18965,6500000,250,2,0.386916393,0.244723392,0.988378015,0.560674753,0.449743355,1.311046282,0.141438947,0.684582343,1.470593256,3.187497971,0.218244084,0.693315884,0.113466246,223,0,0,1
1.315773,103.933785,469336,1080000,125,16,9.820027385,0.27614198,0.685919314,4.54510701,0.557210033,0.51532847,0.736291821,0.262281749,1.015384913,1.054336711,0.990338117,1.038933545,0.096261744,224,1,0,1
